ad,company_domain,company_name,search_term,share_of_voice,date
"HelloFresh Flash Sale - 16 Free Meals + 3 Free Gifts",hellofresh.com,HelloFresh,hello fresh vegan,0.95,2022-05-28
"HelloFresh® Official Site - 16 Free Meals Across 7 Boxes",hellofresh.com,HelloFresh,vegan food online,93.15,2022-07-09
"HelloFresh: Official Site - 16 Free Meals + 3 Free Gifts",hellofresh.com,HelloFresh,vegan food online,6.85,2022-05-30
"HelloFresh: Official Site - 16 Free Meals + 3 Free Gifts",hellofresh.com,HelloFresh,meal,82.76,2022-05-29
"HelloFresh® Official Site - 16 Free Meals Across 7 Boxes",hellofresh.com,HelloFresh,meal,17.24,2022-07-09
"HelloFresh® Official Site - 16 Free Meals Across 7 Boxes",hellofresh.com,HelloFresh,vegan meal delivery,87.76,2022-07-09
"HelloFresh: Official Site - 16 Free Meals + 3 Free Gifts",hellofresh.com,HelloFresh,vegan meal delivery,12.24,2022-05-29
"HelloFresh® Official Site - 16 Free Meals Across 7 Boxes",hellofresh.com,HelloFresh,vegan ready meals,58.89,2022-07-09
"HelloFresh: Official Site - 16 Free Meals + 3 Free Gifts",hellofresh.com,HelloFresh,vegan ready meals,41.11,2022-06-03
"HelloFresh® Official Site - 16 Free Meals Across 7 Boxes",hellofresh.com,HelloFresh,organic food delivery service,53.33,2022-07-21
"HelloFresh: Official Site - 16 Free Meals + 3 Free Gifts",hellofresh.com,HelloFresh,organic food delivery service,30,2022-05-31
"HelloFresh: Special Offer - Meal Kit Delivery | HelloFresh",hellofresh.com,HelloFresh,organic food delivery service,6.67,2022-06-04
"HelloFresh Flash Sale - 16 Free Meals + 3 Free Gifts",hellofresh.com,HelloFresh,organic food delivery service,6.67,2022-07-04
"HelloFresh: Official Site - Meal Kit Delivery | HelloFresh",hellofresh.com,HelloFresh,organic food delivery service,3.33,2022-06-26
"HelloFresh® Official Site - 16 Free Meals Across 7 Boxes",hellofresh.com,HelloFresh,delivery food,84.73,2022-07-10
"HelloFresh: Official Site - 16 Free Meals + 3 Free Gifts",hellofresh.com,HelloFresh,delivery food,15.27,2022-06-11
"Weight Loss Meal Delivery - No Prep, No Mess Meals",homechef.com,Home Chef,weight loss meals delivered to your home,42.17,2022-05-28
"Weight Loss Meal Delivery - Get 16 Free Meals - HomeChef.com",homechef.com,Home Chef,weight loss meals delivered to your home,21.97,2022-05-29
"Weight Loss Meal Delivery - Get 16 Free Meals",homechef.com,Home Chef,weight loss meals delivered to your home,16.16,2022-05-28
"No Prep, No Mess Meals - Weight Loss Meal Delivery",homechef.com,Home Chef,weight loss meals delivered to your home,4.04,2022-05-29
"No Prep, No Mess Meals - Weight Loss Food Plan Delivery",homechef.com,Home Chef,weight loss meals delivered to your home,2.53,2022-07-05
"Get 16 Free Meals - Weight Loss Meal Delivery",homechef.com,Home Chef,weight loss meals delivered to your home,2.27,2022-06-07
"Weight Loss Food Plan Delivery - No Prep, No Mess Meals",homechef.com,Home Chef,weight loss meals delivered to your home,1.77,2022-07-09
"Get 16 Free Meals - Weight Loss Meal Delivery - HomeChef.com",homechef.com,Home Chef,weight loss meals delivered to your home,1.26,2022-07-12
"Low-Carb Meal Delivery Service - Weight Loss Meal Delivery",homechef.com,Home Chef,weight loss meals delivered to your home,1.01,2022-05-28
"Home Chef Oven Ready Meals - No Prep No Mess Meals",homechef.com,Home Chef,weight loss meals delivered to your home,1.01,2022-06-26
"No Prep, No Mess Meals - Weight Loss Food Delivery Plans",homechef.com,Home Chef,weight loss meals delivered to your home,0.76,2022-07-06
"Weight Loss Food Plan Delivery - Get 16 Free Meals",homechef.com,Home Chef,weight loss meals delivered to your home,0.51,2022-06-25
"Home Chef Meal Kit Delivery - 16 Free Meals, Order Today",homechef.com,Home Chef,weight loss meals delivered to your home,0.51,2022-06-27
"Low Fat Meal Delivery - No Prep, No Mess Meals",homechef.com,Home Chef,weight loss meals delivered to your home,0.51,2022-06-27
"Food Delivery For Weight Loss - No Prep, No Mess Meals",homechef.com,Home Chef,weight loss meals delivered to your home,0.51,2022-07-06
"Get 16 Free Meals - Weight Loss Food Plan Delivery",homechef.com,Home Chef,weight loss meals delivered to your home,0.25,2022-06-22
"Home Chef Oven Ready Meals - Order Today For 16 Free Meals",homechef.com,Home Chef,weight loss meals delivered to your home,0.25,2022-06-28
"Low-Carb Meal Delivery Service - Get 16 Free Meals",homechef.com,Home Chef,weight loss meals delivered to your home,0.25,2022-07-02
"Home Chef Meal Kit Delivery - Expires Soon: 16 Free Meals",homechef.com,Home Chef,weight loss meals delivered to your home,0.25,2022-07-05
"Home Chef Official Website - Meals Delivered To Your Door",homechef.com,Home Chef,weight loss meals delivered to your home,0.25,2022-07-05
"Low-Carb Meal Delivery Service - Low Fat Meal Delivery Kits",homechef.com,Home Chef,weight loss meals delivered to your home,0.25,2022-07-11
"Home Chef Meal Kit Delivery - No Prep No Mess Meals",homechef.com,Home Chef,weight loss meals delivered to your home,0.25,2022-07-13
"Home Chef Oven Ready Meals - Get 16 Free Meals",homechef.com,Home Chef,weight loss meals delivered to your home,0.25,2022-07-15
"Try Home Chef - 16 Free Meals - More Bang for Your Buck",homechef.com,Home Chef,weight loss meals delivered to your home,0.25,2022-07-16
"No Prep, No Mess Meals - Diet Meals Delivered",homechef.com,Home Chef,weight loss meals delivered to your home,0.25,2022-07-25
"Home Chef Meal Kit Delivery - Order Today – 16 Free Meals",homechef.com,Home Chef,weight loss meals delivered to your home,0.25,2022-07-26
"Weight Loss Food Delivery Plans - Get 16 Free Meals",homechef.com,Home Chef,weight loss meals delivered to your home,0.25,2022-07-29
"Home Chef Official Website - 16 Free Meals, Order Today",homechef.com,Home Chef,diet to go,35.29,2022-06-10
"Home Chef Meal Kit Delivery - Expires Soon: 16 Free Meals",homechef.com,Home Chef,diet to go,29.41,2022-06-25
"Home Chef Meal Kit Delivery - Order Today For 16 Free Meals",homechef.com,Home Chef,diet to go,17.65,2022-07-17
"Home Chef Official Website - Expires Soon: 16 Free Meals",homechef.com,Home Chef,diet to go,5.88,2022-06-25
"Home Chef Meal Kit Delivery - 16 Free Meals, Order Today",homechef.com,Home Chef,diet to go,5.88,2022-07-13
"Home Chef Oven Ready Meals - Hurry & Get Your 16 Free Meals",homechef.com,Home Chef,diet to go,5.88,2022-07-20
"Weight Loss Meal Delivery - No Prep, No Mess Meals",homechef.com,Home Chef,weight loss meal delivery,61.51,2022-05-28
"Weight Loss Meal Delivery - Get 16 Free Meals",homechef.com,Home Chef,weight loss meal delivery,22.34,2022-05-31
"No Prep, No Mess Meals - Weight Loss Meal Delivery",homechef.com,Home Chef,weight loss meal delivery,7.56,2022-05-28
"Weight Loss Meal Delivery - Get 16 Free Meals - HomeChef.com",homechef.com,Home Chef,weight loss meal delivery,5.5,2022-06-19
"Get 16 Free Meals - Weight Loss Meal Delivery",homechef.com,Home Chef,weight loss meal delivery,1.37,2022-06-29
"Weight Loss Meal Delivery - Meals At $6.99 Per Serving",homechef.com,Home Chef,weight loss meal delivery,0.69,2022-05-28
"Weight Loss Meal Delivery - Low-Carb Meal Delivery Service",homechef.com,Home Chef,weight loss meal delivery,0.34,2022-07-11
"Get 16 Free Meals - Weight Loss Meal Delivery - HomeChef.com",homechef.com,Home Chef,weight loss meal delivery,0.34,2022-07-13
"HomeChef.com - Weight Loss Meal Delivery - Get 16 Free Meals",homechef.com,Home Chef,weight loss meal delivery,0.34,2022-07-23
"Home Chef Meal Kit Delivery - Expires Soon: 16 Free Meals",homechef.com,Home Chef,meal kit delivery,29.7,2022-05-29
"Home Chef Meal Kit Delivery - Up to 40 Fresh Weekly Options",homechef.com,Home Chef,meal kit delivery,23.66,2022-05-29
"Home Chef Meal Kit Delivery - No Prep No Mess Meals",homechef.com,Home Chef,meal kit delivery,13.07,2022-05-29
"Home Chef Oven Ready Meals - No Prep No Mess Meals",homechef.com,Home Chef,meal kit delivery,4.75,2022-05-29
"Home Chef Limited Time Offer - Expires Soon: 16 Free Meals",homechef.com,Home Chef,meal kit delivery,3.96,2022-06-04
"Home Chef Official Website - 16 Free Meals: Expires Soon",homechef.com,Home Chef,meal kit delivery,3.47,2022-05-31
"Home Chef Official Website - No Prep No Mess Meals",homechef.com,Home Chef,meal kit delivery,3.37,2022-05-29
"Home Chef Meal Kit Delivery - Order Today For 16 Free Meals",homechef.com,Home Chef,meal kit delivery,2.97,2022-05-31
"Get 16 Free Meals - No Prep, No Mess Meals",homechef.com,Home Chef,meal kit delivery,1.98,2022-07-13
"Home Chef Oven Ready Meals - Expires Soon: 16 Free Meals",homechef.com,Home Chef,meal kit delivery,1.49,2022-06-01
"Meal Kit Delivery - No Prep, No Mess Meals",homechef.com,Home Chef,meal kit delivery,1.49,2022-07-05
"Home Chef Oven Ready Meals - Up to 40 Fresh Weekly Options",homechef.com,Home Chef,meal kit delivery,1.19,2022-05-29
"Home Chef Oven Ready Meals - Order Today For 16 Free Meals",homechef.com,Home Chef,meal kit delivery,0.99,2022-05-29
"Home Chef Official Website - Up to 40 Fresh Weekly Options",homechef.com,Home Chef,meal kit delivery,0.69,2022-07-02
"Home Chef Limited Time Offer - Up to 40 Fresh Weekly Options",homechef.com,Home Chef,meal kit delivery,0.69,2022-07-07
"Get 16 Free Meals - No Prep, No Mess Meals - HomeChef.com",homechef.com,Home Chef,meal kit delivery,0.69,2022-07-10
"Home Chef Meal Kit Delivery - #1 In Customer Satisfaction",homechef.com,Home Chef,meal kit delivery,0.59,2022-05-29
"No Prep, No Mess Meals - Meal Kit Delivery",homechef.com,Home Chef,meal kit delivery,0.59,2022-06-18
"Home Chef Limited Time Offer - No Prep No Mess Meals",homechef.com,Home Chef,meal kit delivery,0.59,2022-06-19
"Home Chef Official Website - Limited Time 16 Free Meals",homechef.com,Home Chef,meal kit delivery,0.4,2022-06-24
"Home Chef Official Website - Order Today For 16 Free Meals",homechef.com,Home Chef,meal kit delivery,0.4,2022-06-26
"No Prep, No Mess Meals - Meal Kit Delivery - HomeChef.com",homechef.com,Home Chef,meal kit delivery,0.4,2022-07-20
"Home Chef Official Website - Meal Kits For All Skill Levels",homechef.com,Home Chef,meal kit delivery,0.3,2022-05-29
"Home Chef Limited Time Offer - Order Today For 16 Free Meals",homechef.com,Home Chef,meal kit delivery,0.3,2022-06-14
"Home Chef Oven Ready Meals - Meal Kits For All Skill Levels",homechef.com,Home Chef,meal kit delivery,0.2,2022-06-01
"Home Chef Official Website - Expires Soon: 16 Free Meals",homechef.com,Home Chef,meal kit delivery,0.2,2022-06-26
"No Prep, No Mess Meals - Meals At $6.99 Per Serving",homechef.com,Home Chef,meal kit delivery,0.2,2022-07-07
"Home Chef Limited Time Offer - Options for Families & Couples",homechef.com,Home Chef,meal kit delivery,0.2,2022-07-08
"Home Chef Limited Time Offer - Meals Delivered To Your Door",homechef.com,Home Chef,meal kit delivery,0.2,2022-07-10
"Meals At $6.99 Per Serving - No Prep, No Mess Meals",homechef.com,Home Chef,meal kit delivery,0.2,2022-07-19
"Home Chef Oven Ready Meals - Meals Delivered To Your Door",homechef.com,Home Chef,meal kit delivery,0.2,2022-07-21
"Home Chef Meal Kit Delivery - Options for Families & Couples",homechef.com,Home Chef,meal kit delivery,0.1,2022-05-31
"Meal Kit Delivery - Get 16 Free Meals - HomeChef.com",homechef.com,Home Chef,meal kit delivery,0.1,2022-06-06
"Home Chef Oven Ready Meals - Perfect For Busy Schedules",homechef.com,Home Chef,meal kit delivery,0.1,2022-06-07
"Home Chef Oven Ready Meals - #1 In Customer Satisfaction",homechef.com,Home Chef,meal kit delivery,0.1,2022-06-26
"Home Chef Oven Ready Meals - Flexible & Customizable Meals",homechef.com,Home Chef,meal kit delivery,0.1,2022-07-10
"Home Chef Meal Kit Delivery - Meal Kits For All Skill Levels",homechef.com,Home Chef,meal kit delivery,0.1,2022-07-12
"Home Chef Oven Ready Meals - New Recipes Every Week",homechef.com,Home Chef,meal kit delivery,0.1,2022-07-21
"Home Chef Limited Time Offer - Flexible & Customizable Meals",homechef.com,Home Chef,meal kit delivery,0.1,2022-07-25
"No Prep, No Mess Meals - Get 16 Free Meals",homechef.com,Home Chef,meal kit delivery,0.1,2022-07-26
"Home Chef Oven Ready Meals - Expires Soon: 16 Free Meals",homechef.com,Home Chef,prepared meal,38.29,2022-05-28
"Home Chef Oven Ready Meals - No Prep No Mess Meals",homechef.com,Home Chef,prepared meal,28.51,2022-05-28
"Home Chef Official Website - No Prep No Mess Meals",homechef.com,Home Chef,prepared meal,11.07,2022-05-29
"Home Chef Oven Ready Meals - Order Today For 16 Free Meals",homechef.com,Home Chef,prepared meal,5.98,2022-05-29
"Home Chef Official Website - 16 Free Meals: Expires Soon",homechef.com,Home Chef,prepared meal,5.88,2022-05-28
"Home Chef Official Website - Limited Time 16 Free Meals",homechef.com,Home Chef,prepared meal,1.79,2022-05-28
"Prepared Meal - No Prep, No Mess Meals",homechef.com,Home Chef,prepared meal,1.5,2022-05-28
"No Prep, No Mess Meals - Meals At $6.99 Per Serving",homechef.com,Home Chef,prepared meal,0.9,2022-06-23
"No Prep, No Mess Meals - Prepared Meal",homechef.com,Home Chef,prepared meal,0.6,2022-06-23
"Get 16 Free Meals - No Prep, No Mess Meals",homechef.com,Home Chef,prepared meal,0.5,2022-05-28
"Home Chef Official Website - Order Today For 16 Free Meals",homechef.com,Home Chef,prepared meal,0.5,2022-05-28
"Home Chef Oven Ready Meals - Meals Delivered To Your Door",homechef.com,Home Chef,prepared meal,0.4,2022-05-28
"Home Chef Oven Ready Meals - Up to 40 Fresh Weekly Options",homechef.com,Home Chef,prepared meal,0.4,2022-05-28
"Prepared Meal - No Prep, No Mess Meals - HomeChef.com",homechef.com,Home Chef,prepared meal,0.4,2022-07-24
"Home Chef Oven Ready Meals - Flexible & Customizable Meals",homechef.com,Home Chef,prepared meal,0.3,2022-05-28
"Get 16 Free Meals - Prepared Meal",homechef.com,Home Chef,prepared meal,0.3,2022-05-29
"Home Chef Official Website - Meals Delivered To Your Door",homechef.com,Home Chef,prepared meal,0.3,2022-05-29
"Meals At $6.99 Per Serving - No Prep, No Mess Meals",homechef.com,Home Chef,prepared meal,0.3,2022-07-12
"No Prep, No Mess Meals - Get 16 Free Meals",homechef.com,Home Chef,prepared meal,0.2,2022-05-28
"Prepared Meal - Get 16 Free Meals",homechef.com,Home Chef,prepared meal,0.2,2022-05-29
"Home Chef Meal Kit Delivery - No Prep No Mess Meals",homechef.com,Home Chef,prepared meal,0.2,2022-06-11
"No Prep, No Mess Meals - Get 16 Free Meals - HomeChef.com",homechef.com,Home Chef,prepared meal,0.2,2022-07-16
"Home Chef Official Website - Up to 40 Fresh Weekly Options",homechef.com,Home Chef,prepared meal,0.1,2022-05-28
"Home Chef Oven Ready Meals - Meal Kits For All Skill Levels",homechef.com,Home Chef,prepared meal,0.1,2022-05-29
"Home Chef Official Website - Flexible & Customizable Meals",homechef.com,Home Chef,prepared meal,0.1,2022-05-31
"Home Chef Oven Ready Meals - #1 In Customer Satisfaction",homechef.com,Home Chef,prepared meal,0.1,2022-06-05
"Home Chef Limited Time Offer - Order Today For 16 Free Meals",homechef.com,Home Chef,prepared meal,0.1,2022-06-09
"Home Chef Official Website - Expires Soon: 16 Free Meals",homechef.com,Home Chef,prepared meal,0.1,2022-06-16
"Get 16 Free Meals - Prepared Meal - HomeChef.com",homechef.com,Home Chef,prepared meal,0.1,2022-07-04
"Home Chef Official Website - Perfect For Busy Schedules",homechef.com,Home Chef,prepared meal,0.1,2022-07-12
"No Prep, No Mess Meals - Meal Delivery Service",homechef.com,Home Chef,prepared meal,0.1,2022-07-12
"Home Chef Limited Time Offer - No Prep No Mess Meals",homechef.com,Home Chef,prepared meal,0.1,2022-07-16
"Home Chef Official Website - New Recipes Every Week",homechef.com,Home Chef,prepared meal,0.1,2022-07-18
"Home Chef Oven Ready Meals - Perfect For Busy Schedules",homechef.com,Home Chef,prepared meal,0.1,2022-07-24
"No Prep, No Mess Meals - Sign Up and Choose Meals Now",homechef.com,Home Chef,prepared meal,0.1,2022-07-29
"Food Box - No Prep, No Mess Meals",homechef.com,Home Chef,foodbox,58.29,2022-05-30
"Food Box - Get 16 Free Meals",homechef.com,Home Chef,foodbox,16,2022-05-28
"Get 16 Free Meals - Food Box",homechef.com,Home Chef,foodbox,9.14,2022-05-29
"Get 16 Free Meals - Food Box - Sign Up and Choose Meals Now",homechef.com,Home Chef,foodbox,2,2022-06-01
"Home Chef Meal Kit Delivery - Up to 40 Fresh Weekly Options",homechef.com,Home Chef,foodbox,1.71,2022-06-30
"Home Chef Meal Kit Delivery - Expires Soon: 16 Free Meals",homechef.com,Home Chef,foodbox,1.43,2022-05-29
"Food Box - No Prep, No Mess Meals - Get 16 Free Meals",homechef.com,Home Chef,foodbox,1.43,2022-06-05
"Food Box - Sign Up and Choose Meals Now",homechef.com,Home Chef,foodbox,1.14,2022-06-05
"Get 16 Free Meals - Food Box - No Prep, No Mess Meals",homechef.com,Home Chef,foodbox,1.14,2022-06-15
"Food Box - Get 16 Free Meals - Sign Up and Choose Meals Now",homechef.com,Home Chef,foodbox,0.86,2022-05-29
"Try Home Chef - 16 Free Meals - More Bang for Your Buck",homechef.com,Home Chef,foodbox,0.86,2022-06-01
"Food Boxes - No Prep, No Mess Meals - HomeChef.com",homechef.com,Home Chef,foodbox,0.86,2022-07-16
"Food Box - Get 16 Free Meals - No Prep, No Mess Meals",homechef.com,Home Chef,foodbox,0.86,2022-07-24
"Try Home Chef -- 16 Free Meals - Widest Meal Kit Menu Variety",homechef.com,Home Chef,foodbox,0.57,2022-06-03
"Home Chef Meal Kit Delivery - No Prep No Mess Meals",homechef.com,Home Chef,foodbox,0.57,2022-06-07
"Home Chef Official Website - 16 Free Meals: Expires Soon",homechef.com,Home Chef,foodbox,0.57,2022-07-12
"Get 16 Free Meals - No Prep, No Mess Meals",homechef.com,Home Chef,foodbox,0.57,2022-07-27
"Food Box - Meals At $6.99 Per Serving - Get 16 Free Meals",homechef.com,Home Chef,foodbox,0.29,2022-07-07
"Food Box - Satisfy Your Food Cravings",homechef.com,Home Chef,foodbox,0.29,2022-07-11
"Home Chef Meal Kit Delivery - Order Today – 16 Free Meals",homechef.com,Home Chef,foodbox,0.29,2022-07-11
"Food Box - Get 16 Free Meals - Meals At $6.99 Per Serving",homechef.com,Home Chef,foodbox,0.29,2022-07-17
"Food Boxes - No Prep, No Mess Meals",homechef.com,Home Chef,foodbox,0.29,2022-07-23
"Get 16 Free Meals - No Prep, No Mess Meals - HomeChef.com",homechef.com,Home Chef,foodbox,0.29,2022-07-27
"Free Food Box - Get 16 Free Meals",homechef.com,Home Chef,foodbox,0.29,2022-07-29
"Home Chef Meal Kit Delivery - Expires Soon: 16 Free Meals",homechef.com,Home Chef,meal delivery kits,21.3,2022-06-04
"Home Chef Oven Ready Meals - Expires Soon: 16 Free Meals",homechef.com,Home Chef,meal delivery kits,19.84,2022-05-28
"Home Chef Official Website - 16 Free Meals: Expires Soon",homechef.com,Home Chef,meal delivery kits,15.21,2022-05-28
